tour_place,tour_place_theme,tour_place_tag,tour_place_score,like,zzim,review
성산~세화 해안도로,서귀포시 > 성산,#커플 #맑음 #여름 #자연경관,0,0,84,0
성산마씸,서귀포시 > 성산,#옥돔구이 #갈치조림 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
성산연화,서귀포시 > 성산,#토스트 #반려동물동반_식당카페 #음식 #식당,0,1,6,0
성산초등학교 서청특별중대 주둔지,서귀포시 > 성산,#문화관광 #제주4.3 #역사유적 #어트랙션,0,0,0,0
성안올레,제주시 > 제주시내,#혼자 #액티비티,0,0,0,0
성읍목장,서귀포시 > 표선,#포토스팟 #어트랙션,0,1,25,0
성읍승마장,서귀포시 > 표선,#레저/체험 #어트랙션,0,0,18,0
성클라라수도원 금악성당,제주시 > 한림,#사계절 #어트랙션,0,1,16,0
세미오름(삼의양오름),제주시 > 제주시내,#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이,0,0,2,0
세미오름(샘이오름),제주시 > 조천,#도보여행 #도보,0,1,4,0
세인트포골프장,제주시 > 구좌,#레저/체험 #어트랙션 #무장애관광,0,1,0,0
소남머리,서귀포시 > 서귀포시내,#혼자 #친구 #아이 #자연경관 #포토스팟 #어린이,0,0,5,0
소노벨제주,제주시 > 조천,#숙소,0,0,10,0
소병악 (족은오름),서귀포시 > 안덕,#오름 #자연경관 #도보여행 #도보,0,0,1,0
소소밀,제주시 > 제주시내,# 와인 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,2,0
소수산봉(족은물뫼),서귀포시 > 성산,#혼자 #친구 #아이 #자연경관 #어린이,0,1,5,0
소암기념관,서귀포시 > 서귀포시내,#사계절 #실내관광지 #어트랙션 #무장애관광 #공영관광지,0,1,6,0
손방둥이,제주시 > 제주시내,#체험 #어트랙션,0,0,10,0
손지오름,제주시 > 구좌,#도보여행 #도보,0,1,3,0
솔동산8경,서귀포시 > 서귀포시내,#문화관광 #역사유적,0,0,3,0
솔트스톤브이점,제주시 > 제주시내,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
솔티 오렌지,서귀포시 > 성산,# 섬유공예품 #원데이클래스 # 러닝홀리데이인제주,0,0,0,0
송계순집터,서귀포시 > 대정,#자연경관 #문화관광 #역사유적 #어트랙션,0,0,4,0
송당나무,제주시 > 구좌,#음식 #2022고메페스타 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #에스프레소 #아메리카노 #라떼 #카라멜마끼아또 #핫초코 #홍차 #그린티 #얼그레이 #다즐링 #잉글리쉬브렉퍼스트 #블랙티 #허브티 #루이보스 #자스민티 #캐모마일 #차 #에이드 #레몬에이드 #자몽에이드 #유자차 #레몬생강차 #티라미수 #케이크,0,2,11,0
송령이골,서귀포시 > 남원,#제주4.3 #역사유적 #어트랙션,0,0,0,0
송악카트체험장,서귀포시 > 대정,#체험 #레저/체험 #어린이 #수상레저 #어트랙션,0,0,58,0
송죽사터,서귀포시 > 대정,#혼자 #친구 #미술/박물관 #올레 #역사유적 #어린이 #어트랙션,0,0,0,0
수악 (물오름),서귀포시 > 남원,#혼자 #친구 #맑음 #경관/포토 #휴식/힐링 #사계절 #자연경관 #도보여행 #도보 #포토스팟,0,0,30,0
수월이못,서귀포시 > 대정,#혼자 #친구 #아이 #휴식/힐링 #자연경관 #문화관광 #역사유적,0,0,6,0
쉐프1192레스토랑,서귀포시 > 성산,#반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
쉼멍스테이,서귀포시 > 대정,#펜션 #반려동물동반_숙소 #숙소,0,0,2,0
슈몽슈몽,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
스마일러펫,제주시 > 애월,#반려동물동반_식당카페 #쇼핑,0,0,0,0
스시혼,제주시 > 제주시내,#초밥 #연어초밥 #참치초밥 #모둠초밥 #광어초밥 #반려동물동반_식당카페 #음식,0,0,1,0
스위트모텔,제주시 > 제주시내,#엘리베이터 #물품보관서비스 #공공와이파이존 #반려동물동반_숙소 #반려동물동반입장 #반려동물,0,1,1,0
스위트몽키,제주시 > 한경,#실내관광지 #체험 #어린이 #어트랙션,0,0,22,0
스위트호텔 아로마,서귀포시 > 중문,#체험 #어트랙션,0,1,2,0
스쿠버스쿨,제주시 > 제주시내,#체험관광 #액티비티 #해양스포츠 #스쿠버다이빙 #체험 #레저/체험 #waterleisure #수상레저 #어트랙션,0,4,33,0
스타빌,서귀포시 > 안덕,#럭셔리트래블인제주,0,0,3,0
스테이지 버거,제주시 > 구좌,#카페라떼 #바닐라라떼 #아인슈페너 #크림라떼 #연유라떼 #반려동물동반_식당카페 #음식 #카페,0,0,5,0
스팅그레이,제주시 > 한경,#카페라떼 #바닐라카페라떼 #에스프레소 #말차라떼 #카페모카 #초코라떼 #에이드 #얼그레이 #파니니 #반려동물동반_식당카페 #음식 #카페,0,0,3,0
스프링데일CC,서귀포시 > 남원,#레저/체험 #어트랙션 #무장애관광,0,0,2,0
슬로보트,제주시 > 애월,# 와인 # 허브티 # 까눌레 # 스콘 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
슬리핑라이언,서귀포시 > 안덕,#자연 #러닝홀리데이 #곶자왈 #오름 #러닝홀리데이인제주 #2023_관광10선_가을,0,0,1,0
시루네펜션,서귀포시 > 서귀포시내,#펜션 #반려동물동반_숙소 #숙소,0,0,1,0
식전당포,제주시 > 제주시내,#삼색전 #부추전 #해물파전 #김치전 #돼지짜글이 #반려동물동반_식당카페 #음식 #식당,0,0,2,0
신대산전망대,섬 속의 섬 > 추차도,#혼자 #경관/포토 #휴식/힐링 #액티비티 #체험 #레저/체험 #포토스팟 #어트랙션,0,1,1,0
신대해안,섬 속의 섬 > 추차도,#포토스팟,0,0,0,0
신산공원,제주시 > 제주시내,#테마공원 #자연경관 #어린이 #봄꽃 #벚꽃,0,0,12,0
신산환해장성,서귀포시 > 성산,#문화관광 #역사유적,0,0,6,0
신양포구,서귀포시 > 성산,#맑음 #자연경관 #역사유적,0,0,1,0
신양항(하추자항),섬 속의 섬 > 추차도,#맑음,0,1,0,0
신양해안도로,서귀포시 > 성산,#커플 #맑음 #자연경관,0,2,49,0
신엄포구,제주시 > 애월,#포구 #자연경관,0,0,3,0
신천리 벽화마을,서귀포시 > 성산,#문화관광 #마을산책 #마을관광 #포토스팟,0,2,13,0
신천리(용궁올레),서귀포시 > 표선,#경관/포토 #휴식/힐링 #해변 #도보여행 #도보 #포토스팟,0,0,9,0
신풍리 밭담길,서귀포시 > 성산,#농촌체험마을 #자연경관 #문화관광 #체험 #도보여행 #도보 #언택트,0,0,5,0
신효 생활개선회,서귀포시 > 서귀포시내,#어린이 #어트랙션,0,0,7,0
신효베스트마을,서귀포시 > 서귀포시내,#마을산책 #마을관광 #어린이 #어트랙션,0,0,4,0
신흥2리 동백마을,서귀포시 > 남원,#치유 #체험 #부모 #자연경관 #마을산책 #마을관광 #동백 #어트랙션 #2023_관광10선_봄 #Moment_봄,0,4,65,0
신흥리 동백 & 향나무길,서귀포시 > 남원,#경관/포토 #겨울 #청년 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #동백 #포토스팟 #관광지,0,3,18,0
심헌갤러리,제주시 > 제주시내,#실내 #실내관광지 #문화관광 #포토스팟 #어트랙션,0,1,6,0
씨에스호텔 프라이빗스파,서귀포시 > 중문,#호텔 #어트랙션,0,1,7,0
아뜨네통나무펜션,제주시 > 애월,#바비큐 #반려동물보호소 #공공와이파이존 #조식 포함 #해수욕장 #반려동물동반입장 #반려동물 #반려동물동반_숙소,0,0,1,0
아띠스떼21,서귀포시 > 안덕,# 미술 # 수채화 # 아크릴화 # 유화 # 러닝홀리데이인제주,0,0,0,0
아라i동물병원,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
아라고나이트 고온천(디아넥스호텔),서귀포시 > 안덕,#부모 #비.눈 #겨울 #실내관광지 #호텔 #숙소 #어트랙션,0,5,113,0
아라리오뮤지엄동문모텔1,제주시 > 제주시내,#겨울 #실내관광지 #문화관광 #어트랙션 #무장애관광,0,2,0,0
아라리오뮤지엄동문모텔2,제주시 > 제주시내,#사계절 #실내관광지 #문화관광 #어트랙션 #무장애관광,0,1,2,0
아란치아,서귀포시 > 서귀포시내,# 와이파이 # 모던 # 장기숙박 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
아스쿰,제주시 > 제주시내,#블렌디드티 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,3,2,0
아이리스촬영지(하얀등대),서귀포시 > 표선,#커플 #맑음 #포토스팟,0,6,76,0
아이존액트 볼링장,서귀포시 > 안덕,#실내관광지 #체험 #어트랙션,0,1,17,0
아일랜드 플라워,서귀포시 > 성산,# 이색체험,0,0,1,0
아일랜드에프,서귀포시 > 성산,#체험 #어트랙션,0,0,19,0
아지트포독,서귀포시 > 서귀포시내,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
아트진,서귀포시 > 서귀포시내,# 그림,0,1,0,0
아틀리에1950,제주시 > 제주시내,# 이색체험,0,0,0,0
아홉굿마을 낙천리 농어촌체험마을,제주시 > 한경,#체험 #마을산책 #마을관광 #어린이 #어트랙션,0,2,7,0
"안녕, 상이 친구들",제주시 > 제주시내,#애견미용실,0,0,0,0
안덕면 사계어촌계,서귀포시 > 안덕,#바릇잡이 #체험 #포토스팟 #어트랙션,0,1,9,0
"안세미 (명도오름,明道岳)",제주시 > 제주시내,#도보여행 #도보,0,1,1,0
"알밤(알바매기, 알밤오름)",제주시 > 조천,#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이,0,0,3,0
알오름(성산읍),서귀포시 > 성산,#오름 #자연경관 #도보여행 #도보,0,1,2,0
알제이,제주시 > 애월,#레저/체험 #수상레저 #어트랙션 #관광지,0,0,2,0
앙리젤,제주시 > 제주시내,#애견유치원 #애견미용실,0,0,0,0
애견동반 상추네,서귀포시 > 서귀포시내,#가족 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
애월스쿠버다이빙스쿨,제주시 > 애월,#마린스포츠 #체험 #레저/체험 #수상레저 #어트랙션,0,0,11,0
애월연대,제주시 > 애월,#아이 #맑음 #경관/포토 #문화유적지 #문화관광 #역사유적 #포토스팟 #어린이,0,0,3,0
애월오누이,제주시 > 애월,#옥돔구이 #칼국수 #흑돼지두루치기 #갈치조림 #고등어조림 #우럭조림 #전복돌솥밥 #김치찌개 #성게미역국 #한치물회 #전복물회 #반려동물동반_식당카페 #음식,0,0,6,0
애월환해장성,제주시 > 애월,#문화관광 #역사유적,0,0,13,0
양가형제노형,제주시 > 제주시내,# 감자튀김 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
어반정글 부얀트무드,서귀포시 > 성산,# 감자튀김 # 반미 # 햄버거 # 커피 # 에이드 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
어반정글그레이밤부,제주시 > 조천,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
어영공원,제주시 > 제주시내,#테마공원 #아이 #자연경관 #포토스팟 #어린이,0,0,10,0
엄바위장승,섬 속의 섬 > 추차도,#어트랙션,0,0,2,0
에메랄드하우스,서귀포시 > 안덕,# 바비큐 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
에버리스 골프리조트,제주시 > 애월,#레저/체험 #숙소 #리조트 #어트랙션,0,0,4,0
에이스서프,제주시 > 구좌,# 이색체험,0,0,1,0
에코승마아카데미,제주시 > 조천,# 이색체험,0,0,1,0
에퀴녹스 드 협재,제주시 > 한림,#펜션 #반려동물동반_숙소 #숙소,0,0,0,0
엔젤하우스,제주시 > 애월,#조식 #정원 #반려동물보호소 #해안도로 #단체여행객 #반려동물 #반려동물동반입장 #숙박 #펜션 #반려동물동반_숙소,0,1,1,0
엘파소,서귀포시 > 안덕,#코코넛라떼 #아포가토 #카페라떼 #바닐라라떼 #초코라떼 #딸기라떼 #오미자차 #반려동물동반_식당카페 #음식 #카페,0,0,5,0
연대포구,제주시 > 제주시내,#친구 #문화유적지 #해변 #역사유적 #어린이,0,0,0,0
연미마을(오라리 방화사건 현장),제주시 > 제주시내,#제주4.3 #역사유적 #마을산책 #마을관광 #어트랙션,0,1,0,0
연북정,제주시 > 조천,#자연경관 #문화관광 #역사유적 #어트랙션,0,0,13,0
열리해안길,서귀포시 > 서귀포시내,#해변 #혼자 #맑음 #도보여행 #도보,0,0,24,0
영남동,서귀포시 > 서귀포시내,#제주4.3 #역사유적 #어트랙션,0,1,2,0
영등할망 신화공원,제주시 > 한림,#역사유적 #포토스팟 #어트랙션 #관광지,0,2,3,0
영모원,제주시 > 애월,#어트랙션,0,2,1,0
영천악(영천오름),서귀포시 > 서귀포시내,#오름 #경관/포토 #맑음 #자연경관 #도보여행 #도보 #포토스팟 #언택트,0,0,1,0
예래생태체험관,서귀포시 > 서귀포시내,#생태 #체험 #어린이 #어트랙션 #봄꽃 #벚꽃 #매화 #반려동물 #반려동물동반입장 #반려동물동반_관광지 #공영관광지,0,0,7,0
예래해안도로,서귀포시 > 서귀포시내,#커플 #아이 #혼자 #친구 #부모 #자연경관 #어린이,0,1,64,0
예술공간 이아,제주시 > 제주시내,#카페 #어트랙션,0,0,5,0
예절이오름(여절악),서귀포시 > 남원,#맑음 #오름 #봄 #가을 #자연경관 #도보여행 #도보,0,0,1,0
예초리,섬 속의 섬 > 추차도,#휴식/힐링 #올레,0,1,2,0
예초리기정길,섬 속의 섬 > 추차도,#도보,0,0,2,0
예초리포구,제주시 > 제주시내,#문화관광 #역사유적,0,1,2,0
예초리해변,섬 속의 섬 > 추차도,#혼자 #맑음 #자연경관 #포토스팟,0,0,5,0
옛마을펜션,서귀포시 > 서귀포시내,#펜션 #반려동물동반_숙소 #숙소,0,0,0,0
오롯바이에퀴녹스,제주시 > 한림,#반려동물동반_숙소,0,0,0,0
오름터 민속마을,서귀포시 > 표선,#흐림 #문화관광 #역사유적 #도보여행 #도보 #마을산책 #마을관광 #어린이,0,1,25,0
오림반,서귀포시 > 남원,#제주4.3 #역사유적 #어트랙션,0,1,0,0
오멍가멍 애견카페&호텔,제주시 > 제주시내,#만두라면 #아메리카노 #반려동물동반_식당카페 #반려동물동반_관광지,0,0,4,0
오버더센스,서귀포시 > 서귀포시내,# 마제소바 # 아메리카노 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
오후 세시의 고양이,제주시 > 제주시내,# 예술 # 러닝홀리데이인제주,0,0,0,0
옥돔마을,서귀포시 > 남원,#친구 #아이 #체험관광 #체험 #마을산책 #마을관광 #어린이 #언택트 #어트랙션 #관광지,0,2,15,0
온더스톤펜션,서귀포시 > 성산,#도미토리 # 2인실 # 가족실 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
온평리 환해장성,서귀포시 > 성산,#해변 #커플 #친구 #자연경관 #문화관광 #역사유적,0,0,11,0
올디벗구디,서귀포시 > 서귀포시내,#노키즈존 #도순동 #음식 #카페 #빵 #베이커리 #아메리카노 #카페라떼 #샌드위치 #치즈케이크 #플랫화이트 #바닐라라떼 #아포가토 #에이드 #자몽에이드 #자몽티 #브라우니 #허브티 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
올레산야초,제주시 > 애월,#음식 #눈꽃빙수 #샐러드 #차 #카페 #라떼 #그린티라떼 #꿀차 #마들렌,0,0,11,0
올레해오름펜션,제주시 > 애월,#펜션 #독채 #단체여행객 #바비큐 #공공와이파이존 #해수욕장 #가족 #반려동물보호소 #골프 #체험 #반려동물동반입장 #반려동물 #반려동물동반_숙소,0,0,1,0
옵데가바이에퀴녹스,제주시 > 한림,#반려동물동반_숙소,0,0,0,0
옷귀마테마타운,서귀포시 > 남원,#자연경관 #체험 #마을관광 #웰니스 #레저/체험 #어트랙션,0,4,12,0
옹포포구,제주시 > 한림,#걷기 #커플 #자연경관,0,0,8,0
와랑식탁,제주시 > 한경,#고추장불고기 #가정식 #바다뷰 #오션뷰 #집밥 #반려동물동반_식당카페 #음식 #식당,0,0,3,0
요가느림원,제주시 > 제주시내,#관광지,0,1,2,0
요기개,제주시 > 제주시내,#관광지,0,0,0,0
요람,서귀포시 > 서귀포시내,#애견미용실 #애견유치원 #애견호텔 #반려동물동반_관광지,0,0,1,0
요우르,제주시 > 조천,#과일요거트 #그릭요거트 #반려동물동반_식당카페 #음식 #카페,0,0,3,0
용연카누클럽,제주시 > 제주시내,#경관/포토 #휴식/힐링 #체험관광 #액티비티 #청년 #휴식/치유 #체험 #레저/체험 #포토스팟 #waterleisure #수상레저 #어트랙션,0,1,52,0
용왕난드르식당,서귀포시 > 안덕,# 보말죽 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
우도 득성이코지,섬 속의 섬 > 우도,#포토스팟,0,0,18,0
"우연히,그곳",제주시 > 구좌,#카페라떼 #바닐라라떼 #아인슈페너 #크림라떼 #연유라떼 #반려동물동반_식당카페 #음식,0,0,6,0
웁스마이독,서귀포시 > 안덕,#혼저옵서개 #반려동물공간_기타,0,0,0,0
"웃밤(웃바매기,웃밤오름)",제주시 > 조천,#도보여행 #도보,0,1,6,0
웃세오름(누운오름),제주시 > 애월,#자연경관 #도보여행 #도보,0,1,5,0
웃세오름(족은오름),제주시 > 애월,#자연경관 #도보여행 #도보,0,0,13,0
원동,제주시 > 애월,#제주4.3 #역사유적 #어트랙션,0,1,0,0
원앙카라반캠핑장앤야영장,서귀포시 > 서귀포시내,#친구 #맑음 #여름 #체험 #레저/체험 #캠핑 #언택트 #어트랙션,0,0,4,0
월나봉(도래오름),서귀포시 > 안덕,#오름 #자연경관 #도보여행 #도보,0,0,3,0
월라봉 진지동굴 (안덕면),서귀포시 > 안덕,#친구 #맑음 #흐림 #경관/포토 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #포토스팟 #언택트 #관광지,0,0,9,0
월라봉(효돈),서귀포시 > 서귀포시내,#자연경관 #언택트,0,0,4,0
월라사,서귀포시 > 서귀포시내,#역사유적,0,0,0,0
월정조용한카페앤펍,제주시 > 구좌,# 카페 # 돌집 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,1,1,0
월정퀵서프,제주시 > 구좌,# 이색체험,0,0,1,0
웨스티하우스,서귀포시 > 안덕,#반려동물보호소 #독채 #바비큐 #가족 #통나무집민박 #정원 #주방기구 #반려동물동반입장 #반려동물 #반려동물동반_숙소,0,0,2,0
위디 탭댄스 스튜디오,서귀포시 > 대정,#원데이클래스 #노래 #스포츠 #운동 #러닝홀리데이인제주,0,0,0,0
유수암캠핑장,제주시 > 애월,#캠핑장 #반려동물동반_숙소 #숙소,0,0,1,0
유캔들잇스튜디오,제주시 > 제주시내,#반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
육시우영,제주시 > 애월,#제주4.3 #역사유적 #어트랙션,0,2,1,0
율랜드 다이브센터,서귀포시 > 서귀포시내,#체험 #레저/체험 #수상레저 #어트랙션 #관광지,0,1,5,0
이너프,제주시 > 애월,#패션푸르츠에이드 #토마토바질에이드 #한라봉청아이스크림 #우유아이스크림 #반려동물동반_식당카페 #음식 #카페,0,0,2,0
이도씨동물의료센터,서귀포시 > 서귀포시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
이랜드뮤지엄,제주시 > 한림,#비.눈 #사계절 #실내관광지 #어트랙션 #무장애관광,0,2,27,0
이로이로공방,제주시 > 구좌,#체험관광 #원데이클래스 #프랑스자수 #캘리그라피 #체험 #어트랙션,0,0,13,0
이루다동물병원,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
이상한 나라의 앨리스,서귀포시 > 안덕,#아이 #비.눈 #사계절 #실내관광지 #어트랙션 #무장애관광,0,4,105,0
이호털보네배낚시,제주시 > 제주시내,#체험 #레저/체험 #어트랙션,0,1,3,0
인더 하우스,제주시 > 애월,#반려동물보호소 #바비큐 #공공와이파이존 #단체여행객 #한옥 #온돌방 #독채 #반려동물동반입장 #반려동물 #반려동물동반_숙소,0,0,0,0
인터포레스트,제주시 > 구좌,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
일레븐프리다이빙 제주센터,서귀포시 > 서귀포시내,# 이색체험,0,0,0,0
일이오구스튜디오,서귀포시 > 성산,# 온돌방 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,1,0
일출랜드 아트센터,서귀포시 > 성산,#자연경관 #체험 #어트랙션,0,0,5,0
임문숙 가족 헛묘,서귀포시 > 안덕,#제주4.3 #역사유적 #어트랙션,0,1,0,0
입산봉(삿갓오름),제주시 > 구좌,#오름 #자연경관 #도보여행 #도보,0,1,3,0
자리왓,제주시 > 애월,#문화관광 #제주4.3 #역사유적 #어트랙션,0,1,6,0
자연인,제주시 > 제주시내,#캠핑 #바비큐 #공공와이파이존 #매점 #주차장 #언택트,0,0,2,0
장생의 숲길,제주시 > 제주시내,#흐림 #여름 #자연경관 #도보여행 #도보 #숲,0,1,15,0
정모시쉼터,서귀포시 > 서귀포시내,#여름 #물놀이 #용천수 #자연경관 #어트랙션,0,1,18,0
정의향교,서귀포시 > 표선,#노년 #휴식/치유 #휴식/힐링 #경관/포토 #친구 #아이 #부모 #역사유적 #포토스팟 #어린이 #어트랙션,0,0,3,0
정의현 일관헌,서귀포시 > 표선,#문화관광 #역사유적 #무장애관광,0,0,10,0
제라진 어드벤쳐,제주시 > 조천,#드라이브 #액티비티 #오름 #체험 #레저/체험 #어트랙션,0,0,19,0
제라펫,제주시 > 제주시내,#애견미용실,0,0,1,0
제로스테이션(제로포인트트레일),제주시 > 제주시내,#사계절 #체험 #레저/체험 #어트랙션 #관광지,0,0,2,0
제이앤승마클럽,제주시 > 제주시내,# 이색체험,0,0,0,0
제이원카트클럽,제주시 > 제주시내,#체험관광 #액티비티 #스릴 #반려동물동반가능,0,0,0,0
제이펜션,서귀포시 > 안덕,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,0,0,0,0
제이홀스클럽,제주시 > 제주시내,# 이색체험 # 러닝홀리데이인제주,0,0,0,0
제주 더팔팔농장,서귀포시 > 성산,#체험관광 #실내 #부모 #혼자 #체험 #어린이 #어트랙션,0,2,5,0
제주 샘주,제주시 > 애월,# 이색체험,0,1,1,0
제주 이호털보 배낚시,제주시 > 제주시내,#커플 #체험 #레저/체험 #수상레저 #어트랙션,0,2,20,0
제주 카카오캠핑,제주시 > 제주시내,#친구 #여름 #체험 #레저/체험 #캠핑 #언택트 #어트랙션,0,3,0,0
제주 캘리아트,제주시 > 제주시내,# 이색체험,0,0,0,0
제주 토이 승마장,서귀포시 > 안덕,# 승마 # 이색체험,0,0,0,0
제주 패러글라이딩 스쿨,제주시 > 제주시내,#체험 #레저/체험 #수상레저 #어트랙션,0,5,54,0
제주가구공방,제주시 > 제주시내,# 목공체험 # 이색체험,0,1,1,0
제주개생활연구소,제주시 > 한경,#청귤에이드 #디카페인 #반려동물동반_식당카페 #음식 #카페,0,0,6,0
제주교육박물관,제주시 > 제주시내,#사계절 #실내관광지 #문화관광 #박물관 #어트랙션 #무장애관광,0,4,7,0
제주국제공항(정뜨르비행장),제주시 > 제주시내,#제주4.3 #역사유적 #어트랙션,0,1,10,0
제주국제예술센터,서귀포시 > 대정,#흐림 #사계절 #실내관광지 #어트랙션,0,1,0,0
제주국제평화센터,서귀포시 > 중문,#사계절 #실내관광지 #어트랙션 #무장애관광,0,0,7,0
제주글램핑 (무한자미향),제주시 > 구좌,#친구 #커플 #맑음 #체험 #레저/체험 #캠핑 #언택트 #어트랙션,0,0,4,0
제주기독교순례길,제주시 > 한림,#가을 #문화관광 #도보여행 #도보 #어트랙션,0,1,13,0
제주기와,제주시 > 애월,#샌드위치 #감자튀김 #아메리카노 #레몬티 #레몬에이드 #반려동물동반_식당카페 #음식 #카페,0,0,4,0
제주농업학교 옛터,제주시 > 제주시내,#제주4.3 #역사유적 #어트랙션,0,1,0,0
제주다,제주시 > 애월,#어린이 #어트랙션,0,0,2,0
제주다이브 체험다이빙,서귀포시 > 서귀포시내,#액티비티 #다이빙체험 #스쿠버교육 #체험 #레저/체험 #수상레저 #어트랙션 #무장애관광,0,3,17,0
제주댕댕스푼,제주시 > 구좌,#닭고기 #말고기 #돼지고기 #양갱 #반려동물공간_기타 #음식 #반려동물동반_식당카페,0,0,2,0
제주도공방노꼬메,제주시 > 제주시내,#체험 #쇼핑 #상점/상가 #어트랙션,0,0,5,0
제주레이크힐스컨트리클럽,서귀포시 > 중문,#레저/체험 #어트랙션,0,0,1,0
제주만주,제주시 > 애월,# 애월 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,3,0
제주문예회관,제주시 > 제주시내,#사계절 #문화관광 #어트랙션,0,0,1,0
제주미래교육연구원 과학탐구체험장,제주시 > 제주시내,#어트랙션,0,2,22,0
제주바다하늘패러투어,제주시 > 한림,# 서우봉 # 패러글라이딩 # 이색체험,0,0,0,0
제주베스트힐,제주시 > 조천,#야영장 #오름 #오름투어 #도보 #도보여행,0,1,3,0
제주불교성지 순례길 절로 가는길 - 보시의 길,제주시 > 애월,#문화관광 #도보여행 #도보 #어트랙션,0,1,0,0
제주불교성지 순례길 절로 가는길 - 인욕의 길,제주시 > 제주시내,#도보여행 #도보 #어트랙션,0,1,3,0
제주불교성지 순례길 절로 가는길 - 정진의 길,서귀포시 > 서귀포시내,#도보여행 #도보 #어트랙션,0,0,5,0
제주불교성지 순례길 절로 가는길 - 지계의 길,제주시 > 제주시내,#도보여행 #도보 #어트랙션,0,0,4,0
제주불교성지 순례길 절로가는길 - 선정의 길,서귀포시 > 서귀포시내,#가을 #문화관광 #도보여행 #도보 #어트랙션,0,0,7,0
제주불빛정원 테마파크,제주시 > 애월,#친구 #아이 #맑음 #테마공원 #밤 #체험 #어린이 #어트랙션 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_관광지,0,7,294,0
