tour_sleep,tour_sleep_theme,tour_sleep_tag,tour_sleep_score,like,zzim,review
나미송 머무는 곳,제주시 > 애월,#정원 #주방기구 #자연경관,5,26,32,175
해비치호텔앤드리조트,서귀포시 > 표선,#숙소 #리조트 #가족호텔 #공공와이파이존 #양식레스토랑 #수영장 #주차장 #어린이 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,16,91,45
신라호텔제주,서귀포시 > 중문,#신라 #중문관광단지 #5성급호텔 #숙소 #게스트하우스 #호텔 #공공와이파이존 #양식레스토랑 #수영장 #주차장 #발렛파킹 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,7,72,43
롯데호텔 제주,서귀포시 > 중문,#리조트 #숙소 #가족호텔 #수영장 #양식레스토랑 #자연경관 #공공와이파이존 #조식 #비즈니스센터 #주차장 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,9,54,38
휴양팬션 스위스마을 Swiss Village Pension,제주시 > 조천,#마을관광 #올레길 #펜션,5,14,59,29
비젠빌리지,제주시 > 구좌,#휴양펜션 #수영장 #체험 #해수욕장 #수상레저 #가족 #독채 #단체여행객 #바비큐,5,2,14,20
휘닉스 아일랜드 제주,서귀포시 > 성산,#성산 #4성급호텔 #수영장 #휴양콘도 #주차장 #공공와이파이존 #어린이놀이방 #교통 #양식레스토랑 #조식 포함 #주방기구 #가족 #무장애관광 #반려동물동반_숙소,5,3,73,20
제주도푸른산푸른바다,제주시 > 구좌,#고향민박 #주방기구,5,0,7,19
히든클리프 호텔 앤 네이쳐,서귀포시 > 서귀포시내,#호텔 #공공와이파이존 #수영장 #주차장 #관광호텔 #럭셔리트래블인제주,4,1,41,19
대명리조트 제주,제주시 > 조천,#주차장 #대명리조트 #부대시설 #조식,5,9,70,16
서귀포KAL호텔,서귀포시 > 서귀포시내,#주차장 #정원 #해변 #자연경관 #양식레스토랑 #연회장 #부대시설 #비즈니스센터 #산책로 #바비큐 #축제 #관광호텔 #무장애관광,5,4,26,13
캠핑트리펜션,제주시 > 애월,#캠핑 #언택트 #글램핑 #캠핑장 #야영장 #독채 #민박 #수영장 #노래방 #바비큐,5,13,16,13
씨에스호텔앤리조트,서귀포시 > 중문,#리조트 #자연경관 #해변 #공공와이파이존 #양식레스토랑 #주차장 #정원 #안전여행스탬프 #럭셔리트래블인제주,5,2,34,12
객의하우스,제주시 > 한림,#주차장 #공공와이파이존 #온돌방,4,1,17,10
금호리조트제주,서귀포시 > 남원,#주차장 #자연경관 #온돌방 #무장애관광,5,4,54,10
수상한소금밭게스트하우스,제주시 > 구좌,#공공와이파이존 #조식 #힐링쉼터,5,2,16,10
달달하우스,제주시 > 한림,#독채 #공공와이파이존 #해수욕장 #수상레저 #가족,5,2,4,9
신라스테이 제주,제주시 > 제주시내,#공공와이파이존 #주차장 #양식레스토랑 #패키지관광 #관광호텔 #무장애관광,5,3,39,8
틸다하우스,제주시 > 한경,#조식 #해수욕장 #공공와이파이존 #무장애관광,5,13,19,8
inn jeju 인제주 게스트하우스,제주시 > 한림,#공공와이파이존 #카페 #주차장 #해수욕장 #수상레저 #계곡 #수영장 #고향민박 #정원 #조식 #독채 #펜션 #가족,5,0,15,7
라마다프라자 제주호텔,제주시 > 제주시내,#게스트하우스 #공공와이파이존 #주차장 #자연경관 #해변 #수영장 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,5,39,7
르페도라,서귀포시 > 남원,#스파 #수영장 #공공와이파이존 #가족 #정원 #자연경관 #무장애관광,5,0,8,7
메종글래드 제주,제주시 > 제주시내,#양식레스토랑 #수영장 #주차장 #럭셔리트래블인제주 #무장애관광,5,6,36,7
제주가좋아서 펜션,제주시 > 구좌,#펜션 #바비큐 #공공와이파이존 #수영장 #안전인증민박,5,18,37,7
롯데시티호텔제주,제주시 > 제주시내,#4성급호텔 #공공와이파이존 #교통 #양식레스토랑 #수영장 #주차장 #관광호텔 #무장애관광,4,0,23,6
제주부영호텔엔리조트,서귀포시 > 중문,#리조트 #5성급호텔 #수영장 #자연경관 #해변 #카페 #식당 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,1,24,6
빠담빠담게스트하우스,서귀포시 > 성산,#서귀포 #자연경관 #바비큐 #음식 #음식축제 #주차장,5,1,2,5
오션스위츠호텔 제주,제주시 > 제주시내,#자연경관 #해변 #공공와이파이존 #양식레스토랑 #주차장 #환전 #무장애관광,5,2,31,5
우도사랑,섬 속의 섬 > 우도,#가족 #바비큐 #공공와이파이존 #교통 #해변 #정원,5,0,4,5
제주해나루,서귀포시 > 서귀포시내,#주차장 #공공와이파이존 #올레 #안전인증민박,5,12,16,5
켄싱턴리조트 제주 한림점,제주시 > 한림,#휴양콘도 #주차장 #박물관 #자연경관 #온돌방 #가족 #조식 #무장애관광,4,0,20,5
파르나스 호텔 제주,서귀포시 > 중문,#공공와이파이존 #피트니스 #스파 #럭셔리트래블인제주 #숙소 #무장애관광,5,10,15,5
활엽수 게스트하우스,서귀포시 > 대정,#주차장 #고향민박 #온돌방 #자전거대여점 #서귀포 #조식,5,0,5,5
WE호텔 제주,서귀포시 > 서귀포시내,#수영장 #공공와이파이존 #양식레스토랑 #주차장 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,3,8,4
꽃하루방게스트하우스,서귀포시 > 성산,#숙소 #서귀포 #독채 #단체여행객 #가족 #공공와이파이존 #조식 포함 #해수욕장 #수상레저 #갯벌체험학습장 #자연경관 #주차장 #교통 #농어촌민박,3,2,5,4
랜딩관 제주신화월드 호텔앤리조트,서귀포시 > 안덕,#리조트 #공공와이파이존 #양식레스토랑 #주차장 #발렛파킹 #관광호텔 #제주신화월드 #럭셔리트래블인제주 #무장애관광,5,6,41,4
롯데리조트제주 아트빌라스,서귀포시 > 중문,#공공와이파이존 #수영장 #주차장 #독채,5,0,8,4
마레보 리조트,제주시 > 애월,#수영장 #휴양콘도 #해안도로 #조식 #바비큐 #가족 #가족호텔,5,3,31,4
메종드오조락,서귀포시 > 성산,#공공와이파이존 #자연경관 #카페 #주차장 #조식,5,0,17,4
범섬풍경,서귀포시 > 서귀포시내,#조식 #카페 #휴양펜션 #주방기구,5,0,5,4
아름다운리조트,서귀포시 > 성산,#주차장 #공공와이파이존 #무장애여행 #편의시설 #가족호텔 #무장애관광,4,1,22,4
아이비테라스,서귀포시 > 서귀포시내,#해수욕장 #공공와이파이존,5,6,11,4
야호비치하우스,제주시 > 조천,#휴양펜션 #해변 #공공와이파이존 #해수욕장 #수상레저 #자연경관 #올레길 #체험,4,0,21,4
오션스퀘어,서귀포시 > 성산,#자연경관 #공공와이파이존 #바비큐,5,7,18,4
오크하우스,제주시 > 애월,#음식,5,1,2,4
제주리조트,제주시 > 애월,#휴양콘도 #힐링쉼터 #단체여행객 #주차장 #공공와이파이존 #무장애여행 #편의시설 #무장애관광,5,3,7,4
제주아이브리조트,서귀포시 > 서귀포시내,#호텔 #주차장 #펜션 #휴양펜션 #바비큐 #식당 #매점 #무장애관광,5,0,7,4
푸른바다펜션,서귀포시 > 서귀포시내,#독채 #온돌방 #주방기구 #자연경관 #가족 #농어촌민박,4,0,5,4
하워드존슨 제주 연동 호텔,제주시 > 제주시내,#양식레스토랑 #주차장 #비즈니스센터,4,0,4,4
꿈꾸는섬 게스트하우스,제주시 > 조천,#민박 #카페 #주방기구 #올레길,5,0,2,3
더본 호텔,서귀포시 > 중문,#공공와이파이존 #양식레스토랑 #조식 #힐링 #관광호텔,5,3,34,3
더포그레이스호텔앤리조트,서귀포시 > 성산,#서귀포 #수영장 #휴양콘도 #카페 #온돌방 #바비큐 #어린이 #조식 #가족호텔 #무장애관광,4,2,30,3
베니키아 아이진호텔,제주시 > 제주시내,#양식레스토랑 #주차장 #무장애여행 #편의시설 #관광호텔 #무장애관광,5,3,5,3
베스트웨스턴제주호텔,제주시 > 제주시내,#양식레스토랑 #주차장 #환전 #비즈니스센터 #4성급호텔 #가족호텔,5,5,27,3
블루하와이리조트,제주시 > 한림,#휴양콘도 #주차장 #자연경관 #해변 #조식 포함 #수영장 #가족호텔 #무장애관광,4,2,10,3
소풍(월정리),제주시 > 구좌,#숙소 #해수욕장 #자연경관 #조식 포함,5,4,12,3
예이츠산장,서귀포시 > 남원,#바비큐 #공공와이파이존 #수영장 #노래방 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,4,0,4,3
유월그리고열두마루,제주시 > 구좌,#돌집 #조식 #농어촌민박 #발렛파킹 #공공와이파이존,3,0,1,3
이디하우스n카페,제주시 > 구좌,#주차장 #공공와이파이존 #자연경관 #독채 #조식 #카페,4,0,10,3
제주인호텔,제주시 > 제주시내,#주차장 #엘리베이터 #관광호텔,5,0,2,3
제주하이킹 INN(구덕게스트하우스),서귀포시 > 서귀포시내,#자연경관 #주방기구 #주차장,5,1,3,3
키코앤일레인호텔,서귀포시 > 서귀포시내,#공공와이파이존 #엘리베이터 #가족호텔 #중문관광단지 #안전여행스탬프,4,0,7,3
펄리플러스,제주시 > 제주시내,#공항 #단체여행객 #주차장 #공공와이파이존 #무장애여행 #편의시설,5,1,4,3
포도호텔,서귀포시 > 안덕,#공공와이파이존 #비즈니스센터 #정원 #노천온천 #스파 #포토스팟 #제주명품42 #제주7대건축물 #안전여행스탬프 #무장애관광,4,1,13,3
플레이스 캠프 제주,서귀포시 > 성산,#자연경관 #공공와이파이존 #양식레스토랑 #주차장 #힐링 #언택트 #관광호텔,5,3,17,3
하도리일번지,제주시 > 구좌,#해변 #수영장 #바비큐 #공공와이파이존 #풀빌라 #독채 #단체여행객 #해수욕장,5,0,3,3
한화리조트 제주,제주시 > 제주시내,#주차장 #공공와이파이존 #양식레스토랑 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,5,13,52,3
게으른소나기,제주시 > 구좌,#돌집 #조식 포함 #해수욕장 #해변 #한옥 #농어촌민박 #돌담풍경마을,5,0,8,2
구름밭하우스,제주시 > 구좌,#자연경관 #해변 #독채 #가족 #공공와이파이존,3,3,10,2
내도바당펜션,제주시 > 제주시내,#민박 #고향민박 #주차장,4,0,6,2
넙빌레하우스,서귀포시 > 남원,#휴양펜션 #독채 #가족 #조식 포함 #공공와이파이존 #체험 #계곡 #수상레저 #해수욕장 #수영장 #단체여행객 #농어촌민박,3,0,1,2
노낭게스트하우스,서귀포시 > 성산,#조식 포함 #해수욕장 #단체여행객 #체험 #바비큐 #수상레저 #독채 #가족,5,0,3,2
단추스테이 단추숲,제주시 > 한경,#독채 #조식 #조식 포함 #해수욕장 #해변 #교통,3,0,4,2
더클라우드호텔,서귀포시 > 성산,#수영장 #자연경관 #스파 #힐링,5,0,13,2
돈내코힐 리조트,서귀포시 > 서귀포시내,#휴양콘도 #주차장 #공공와이파이존 #스파,5,0,10,2
동박생이,제주시 > 구좌,#독채 #공공와이파이존 #해수욕장 #수상레저 #한옥 #가족,5,1,4,2
두베하우스,제주시 > 구좌,#독채 #교통 #조식 포함 #공공와이파이존 #해수욕장 #돌담길 #주차장,4,1,1,2
뒹글하우스,제주시 > 구좌,#숙소 #해수욕장 #수상레저 #공공와이파이존 #음식축제 #음식,4,1,4,2
드헤브펜션,제주시 > 구좌,#펜션 #바비큐 #공공와이파이존 #온돌방 #해수욕장 #수상레저 #자연경관,3,0,4,2
라마다 제주 함덕 호텔,제주시 > 조천,#공공와이파이존 #양식레스토랑 #주차장 #가족호텔 #안전여행스탬프 #무장애관광,5,0,16,2
라마다 제주시티호텔,제주시 > 제주시내,#주차장 #비즈니스센터 #안전여행스탬프,4,4,11,2
라포즈,서귀포시 > 서귀포시내,#공공와이파이존 #주방기구 #카페 #체험 #자연경관 #무장애관광 #농어촌민박,5,3,8,2
레드우드하우스,제주시 > 구좌,#조식 #공공와이파이존 #해변,5,0,0,2
루시드봉봉,서귀포시 > 대정,#민박 #카페 #조식 #체험 #주차장 #물품보관서비스 #공공와이파이존 #돌담길 #농어촌민박,5,0,4,2
몽돌바당,제주시 > 제주시내,#휴양펜션 #고향민박 #주차장 #공공와이파이존 #자연경관 #해변,5,1,6,2
미도호스텔,서귀포시 > 서귀포시내,#조식 포함 #가족 #공공와이파이존 #호스텔/소형호텔 #무장애관광,4,0,9,2
백패커스홈,서귀포시 > 서귀포시내,#단체여행객 #조식 포함 #공공와이파이존 #체험 #민박,4,2,8,2
밸류호텔 서귀포(VALUE HOTEL Seogwipo JS),서귀포시 > 서귀포시내,#단체여행객 #주차장 #발렛파킹 #공공와이파이존 #무장애여행 #편의시설 #수영장 #비즈니스센터,3,1,9,2
베니키아호텔제주,제주시 > 애월,#주차장 #양식레스토랑 #오션뷰호텔 #자연경관 #해변 #관광호텔 #무장애관광,1,0,6,2
봉쟈 게스트하우스,제주시 > 제주시내,#조식 포함 #공항 #공공와이파이존 #돌담길,4,0,8,2
비안,제주시 > 제주시내,#독채 #조식 포함 #주차장 #공공와이파이존,4,2,6,2
뽀요요펜션,섬 속의 섬 > 우도,#우도 #바비큐 #해수욕장 #해변 #자연경관 #온돌방,5,0,3,2
서머셋 제주신화월드 호텔앤리조트,서귀포시 > 안덕,#조식 #수영장 #힐링 #제주신화월드 서머셋 리조트 #4성급호텔 #제주신화월드 #럭셔리트래블인제주 #무장애관광 # 반려동물동반입장 # 반려동물동반_숙소 #펫동반호텔,5,2,30,2
소노캄제주,서귀포시 > 표선,#숙소,4,3,52,2
소소게스트하우스,제주시 > 애월,#가족 #정원 #어린이동물농장 #승마체험 #주방기구,3,1,5,2
스위트호텔 제주,서귀포시 > 중문,#게스트하우스 #공공와이파이존 #양식레스토랑 #수영장 #주차장 #관광호텔 #럭셔리트래블인제주 #무장애관광,5,0,7,2
슴게스트하우스 제주공항점,제주시 > 제주시내,#조식 포함 #공공와이파이존 #단체여행객 #부대시설,5,2,8,2
야스라기펜션,제주시 > 애월,#펜션 #주차장 #공항 #해변 #자연경관,5,0,2,2
엠스테이호텔,서귀포시 > 서귀포시내,#공공와이파이존 #수영장 #양식레스토랑 #주차장 #엘리베이터 #패키지관광 #온돌방 #오션뷰호텔,3,2,11,2
연이네다락방 게스트하우스,제주시 > 구좌,#민박 #자연경관 #조식 #주방기구,4,0,11,2
와이리조트 제주,서귀포시 > 안덕,#단체여행객 #주차장 #공공와이파이존 #어린이놀이방 #일반숙박 #가족호텔 #무장애관광,5,1,8,2
이런날엔,제주시 > 구좌,#해안도로 #자연경관 #해변 #주방기구,4,0,4,2
제주 에코 스위츠 펜션,서귀포시 > 서귀포시내,#휴양펜션 #펜션 #조식 #바비큐 #반려동물보호소 #스파 #공공와이파이존 #해수욕장 #독채 #계곡 #수상레저 #레저/체험 #반려동물동반입장 #반려동물 #반려동물동반_숙소 #착한가격업소,5,1,9,2
제주락,서귀포시 > 서귀포시내,#자연경관 #해변 #조식 #돌담길,5,0,3,2
제주바다펜션,제주시 > 구좌,#펜션 #공공와이파이존 #해수욕장 #가족 #단체여행객 #바비큐 #풀빌라 #해변,5,0,1,2
제주샘모루펜션,서귀포시 > 서귀포시내,#펜션 #바비큐 #해수욕장 #한옥 #가족 #단체여행객 #체험 #농어촌민박,3,0,2,2
제주에살다,서귀포시 > 서귀포시내,#민박 #음식축제 #바비큐 #음식 #올레길 #힐링쉼터 #단체여행객,4,0,5,2
제주카사블랑카펜션,서귀포시 > 서귀포시내,#민박 #단체여행객 #독채 #바비큐 #노래방 #공공와이파이존 #체험 #수영장 #자연학습장,5,5,4,2
제주해안휴양펜션(제주해안펜션),서귀포시 > 안덕,#자연경관 #바비큐 #숙소,5,1,3,2
초,서귀포시 > 성산,#고향민박 #주차장 #공공와이파이존 #독채 #돌집,4,0,4,2
코시롱게스트하우스,서귀포시 > 성산,#공공와이파이존 #조식 포함 #단체여행객 #해수욕장 #수상레저 #바비큐,3,0,2,2
코즈게스트하우스,서귀포시 > 안덕,#온돌방 #공공와이파이존 #조식 #교통 #안전인증민박 #무장애관광,5,3,7,2
포구민박,제주시 > 애월,#해안도로 #마을산책 #온돌방 #독채 #일몰명소,5,5,8,2
표선이레하우스,서귀포시 > 표선,#펜션 #휴양펜션 #카페 #조식 #해수욕장 #자연경관,4,1,2,2
하바나블루스,제주시 > 한경,#바비큐 #조식 #정원 #자연경관,5,2,5,2
하이디펜션,서귀포시 > 안덕,#펜션 #온돌방 #단체여행객 #조식 #체험 #바비큐 #공공와이파이존 #해수욕장 #수상레저 #안전인증민박,0,1,3,2
협재해오름펜션,제주시 > 한림,#펜션 #바비큐 #해수욕장 #자연경관 #안전인증민박,5,1,3,2
호텔 리젠트마린,제주시 > 제주시내,#수영장 #공공와이파이존 #양식레스토랑 #자연경관 #주차장,5,1,26,2
호텔 스카이파크 제주1호점,제주시 > 제주시내,#관광호텔 #한라산 #제주여행추천숙소,5,0,3,2
호텔 펠리시아,서귀포시 > 서귀포시내,#주차장 #매점 #무장애여행 #편의시설 #가족호텔 #컨시어지 서비스 #물품보관서비스,5,0,0,2
호텔레오,제주시 > 제주시내,#일반숙박 #양식레스토랑 #공공와이파이존 #주차장 #비즈니스센터 #조식 #발렛파킹 #관광호텔 #안전여행스탬프 #무장애관광,5,3,15,2
메리어트관 제주신화월드 호텔앤리조트,서귀포시 > 안덕,#리조트 #공공와이파이존 #수영장 #주차장 #발렛파킹 #관광호텔 #제주신화월드 #럭셔리트래블인제주,5,1,19,1
에코랜드호텔,제주시 > 조천,#무선 #인터넷 #수영장 # 5성급 # 특1급 # 키즈플레이룸 #골프,5,0,0,1
JAY&CHLOE,서귀포시 > 대정,#휴양펜션 #스파 #바비큐 #공공와이파이존 #조식 포함 #해변 #자연경관,5,0,10,1
JK라마다앙코르 제주연동호텔,제주시 > 제주시내,#교통 #비즈니스센터 #카페 #조식 #연회장,5,2,2,1
Oh! 세화! (오세화게스트하우스),제주시 > 구좌,#봄 #가을 #여름 #일출 #일몰 #밤 #올레 #오름 #해변 #4.3 #실내 #사계절 #숙소 #게스트하우스 #독채 #조식 #안전인증민박,5,0,8,1
UncleBORO게스트하우스,제주시 > 한경,#농어촌민박 #올레 #산책로,3,0,3,1
가까이에파도소리,제주시 > 제주시내,#공항 #자연경관 #해변 #공공와이파이존,5,1,3,1
갤럭시호텔 제주,제주시 > 제주시내,#수영장 #엘리베이터 #공항 #관광호텔 #무장애관광,4,1,0,1
건축학개론펜션,서귀포시 > 성산,#펜션 #독채 #단체여행객 #바비큐 #온돌방 #가족 #어린이 #공공와이파이존 #체험 #해수욕장,3,1,1,1
고망난돌민박가든,서귀포시 > 성산,#휴양펜션 #펜션 #공공와이파이존 #교통 #해변 #온돌방,5,0,1,1
골든파크호텔,제주시 > 제주시내,#공항 #공공와이파이존 #가족 #관광호텔 #안전여행스탬프 #무장애관광,4,0,0,1
그랜드 하얏트 제주,제주시 > 제주시내,#휴식/힐링 #쇼핑 #사계절 #숙소 #공공와이파이존 #수영장 #양식레스토랑 #5성급호텔 #호텔 #관광호텔 #럭셔리트래블인제주 #무장애관광,4,3,8,1
그랜드메르호텔,서귀포시 > 서귀포시내,#단체여행객 #주차장 #공공와이파이존 #편의시설 #관광호텔 #무장애관광,4,2,4,1
그린트리인서귀포호텔,서귀포시 > 서귀포시내,#양식레스토랑 #주차장 #환전 #무장애관광,5,0,2,1
끄라비펜션,서귀포시 > 서귀포시내,#공공와이파이존 #바비큐 #해변 #자연경관,5,2,9,1
나무사이로햇살이,제주시 > 구좌,#고향민박 #독채 #주차장 #공공와이파이존 #편백나무펜션,3,1,3,1
나무처럼 게스트하우스,제주시 > 한림,#조식 포함 #공공와이파이존 #해수욕장 #수상레저 #안전인증민박,5,0,8,1
난드르통나무집,서귀포시 > 안덕,#휴양펜션 #통나무집민박 #주차장 #독채 #농어촌민박,5,1,3,1
남촌풀하우스,서귀포시 > 표선,#수영장 #어린이 #어린이놀이터 #식당 #가족 #농어촌민박,5,0,1,1
노을과어울림,서귀포시 > 대정,#휴양펜션 #어린이 #어린이놀이방 #가족 #해변 #온돌방 #바비큐 #해수욕장 #공공와이파이존,5,0,3,1
다락마마,제주시 > 구좌,#바비큐 #공공와이파이존 #안전인증민박,5,6,4,1
단빌리지게스트하우스,제주시 > 한경,#가족 #독채 #온돌방 #공공와이파이존 #단체여행객,5,1,4,1
단추스테이,제주시 > 한림,#조식 포함 #해수욕장 #교통,5,0,3,1
더들집,제주시 > 구좌,#온돌방 #독채 #주방기구 #자연경관,5,0,4,1
더베이 제주 리조트,서귀포시 > 서귀포시내,#휴양펜션 #펜션 #자연경관 #수영장 #바비큐 #공공와이파이존 #독채 #단체여행객 #가족 #온돌방 #해변 #수상레저,3,1,2,1
도시락게스트하우스,서귀포시 > 성산,#조식 포함 #바비큐 #교통 #갯벌체험학습장,5,0,0,1
동원호텔,서귀포시 > 서귀포시내,#서귀포 #가족 #휴양콘도 #수상레저 #낚시 #주차장 #공공와이파이존 #부대시설,5,0,0,1
디아넥스 호텔,서귀포시 > 안덕,#가족호텔 #주차장 #수영장 #양식레스토랑 #휴양콘도 #노천온천 #안전여행스탬프,3,0,11,1
디오션힐,서귀포시 > 안덕,#주차장 #자연경관 #해변 #공공와이파이존 #바비큐 #스파 #해수욕장,5,0,3,1
또랑게스트하우스,제주시 > 제주시내,#공공와이파이존 #조식 포함 #단체여행객,5,1,2,1
뚜르드제주게스트하우스,제주시 > 구좌,#공공와이파이존 #조식 포함 #휴양펜션 #가족 #도보여행 #물품보관서비스 #안전인증민박,5,0,3,1
라림부띠끄호텔,서귀포시 > 안덕,#공공와이파이존 #주차장 #커피 #차 #오션뷰호텔,3,0,4,1
라온호텔앤리조트,제주시 > 한림,#수영장 #공공와이파이존 #주차장 #골프 #승마체험 #어린이놀이터 #부대시설 #교통 #가족호텔 #단체여행객 #주방기구 #정원 #비즈니스센터 #관광호텔 #무장애관광,5,0,8,1
레프트핸더 게스트하우스,제주시 > 구좌,#민박 #반려동물보호소 #해수욕장 #공공와이파이존 #조식 포함 #반려동물동반입장 #반려동물 #반려동물동반_숙소,5,0,1,1
로뎀펜션,섬 속의 섬 > 우도,#자연경관 #해변 #독채 #단체여행객 #가족 #바비큐 #공공와이파이존 #해수욕장,5,0,1,1
루미수다게스트하우스,제주시 > 제주시내,#조식 #공항 #민박,5,0,3,1
리치망고펜션,섬 속의 섬 > 우도,#우도 #자연경관 #민박 #해수욕장 #카페,5,0,2,1
마니주팬션,제주시 > 제주시내,#자연경관 #바비큐 #공공와이파이존 #해수욕장 #해안도로 #해변 #가족,4,0,2,1
몽마르뜨펜션,제주시 > 애월,#해변 #산책로 #해안도로 #바비큐 #무장애관광,5,0,2,1
물고기나무게스트하우스,서귀포시 > 성산,#체험 #바비큐 #공공와이파이존 #단체여행객 #해수욕장 #해변 #수상레저 #농어촌민박,5,0,1,1
미라클게스트하우스,제주시 > 제주시내,#자연경관 #바비큐 #조식 포함 #자전거대여점 #매점,3,0,2,1
미소게스트하우스,제주시 > 제주시내,#공항 #노래방 #공공와이파이존 #단체여행객 #제주동문시장 #농어촌민박,5,1,5,1
발리인제주,제주시 > 구좌,#스파 #독채 #해수욕장 #해변 #공공와이파이존 #수상레저 #갯벌체험학습장,5,1,6,1
밭담사이,제주시 > 구좌,#숙소 #힐링 #편백나무펜션 #고향민박,4,3,4,1
베이힐 풀앤빌라,서귀포시 > 서귀포시내,#주차장 #공공와이파이존 #무장애여행 #편의시설 #풀빌라 #럭셔리트래블인제주 #무장애관광,5,1,8,1
보리게스트하우스,제주시 > 구좌,#공공와이파이존 #조식 포함 #독채 #체험 #무장애관광,5,0,4,1
봄 그리고 가을리조트,서귀포시 > 성산,#휴양콘도 #주차장 #공공와이파이존 #어린이놀이방 #무장애여행 #편의시설 #자연경관 #해안도로 #가족호텔 #무장애관광,3,2,25,1
북마크하우스&카페,서귀포시 > 대정,#조식 #공공와이파이존 #민박 #농어촌민박,5,0,1,1
북촌플레이스,제주시 > 조천,#휴양펜션 #바비큐 #힐링쉼터,5,0,2,1
브라운 스위트 제주 호텔 & 리조트,서귀포시 > 성산,#공공와이파이존 #주차장 #자연경관 #비즈니스센터 #무장애관광,1,0,10,1
브릭216,서귀포시 > 서귀포시내,#휴양펜션 #자연경관 #온돌방 #공공와이파이존 #오션뷰호텔 #서귀포,3,0,1,1
블란디야,서귀포시 > 서귀포시내,#올레길 #수상레저 #바비큐 #반려동물보호소 #교통 #반려동물동반입장 #반려동물 #반려동물동반_숙소,3,0,2,1
블랙스톤리조트,제주시 > 한림,#휴양콘도 #호텔 #주차장 #조식 #산책로 #관광호텔 #무장애관광,5,0,3,1
비비엔다,제주시 > 구좌,#단체여행객 #카페 #조식 #민박 #고향민박,3,0,2,1
빌림,제주시 > 제주시내,#주차장 #공공와이파이존 #휴양펜션 #주방기구 #공항,5,2,11,1
산토리니 펜션,제주시 > 애월,#자연경관 #바비큐 #주차장 #힐링쉼터,5,0,1,1
